0.36,0.375,0.4,0.425,0.45,0.475,0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,0.75,0.775,0.8,0.825
"978,420.00","958,530.00","989,100.00","992,850.00","993,450.00","995,260.00","999,210.00","995,350.00","994,920.00","993,630.00","990,820.00","990,120.00","989,370.00","988,880.00","989,100.00","989,290.00","989,360.00","989,690.00","989,720.00","989,580.00"
"978,670.00","958,770.00","989,210.00","992,820.00","993,000.00","995,110.00","999,020.00","995,410.00","995,010.00","993,710.00","990,640.00","990,160.00","989,200.00","989,160.00","989,440.00","989,360.00","989,400.00","989,570.00","989,730.00","989,420.00"
"978,260.00","958,930.00","989,300.00","992,800.00","993,630.00","995,280.00","999,170.00","995,580.00","995,080.00","993,490.00","990,860.00","990,240.00","989,350.00","989,140.00","989,320.00","989,270.00","989,230.00","989,480.00","989,390.00","989,540.00"
"978,660.00","958,810.00","989,190.00","992,930.00","993,560.00","995,110.00","999,210.00","995,210.00","994,950.00","993,530.00","990,720.00","990,520.00","989,200.00","988,950.00","989,300.00","989,310.00","989,370.00","989,640.00","989,690.00","989,500.00"
"978,150.00","958,850.00","989,230.00","992,750.00","993,560.00","994,990.00","999,160.00","995,500.00","995,090.00","993,740.00","990,820.00","990,210.00","989,170.00","989,170.00","989,240.00","989,370.00","989,390.00","989,640.00","989,610.00","989,490.00"
"978,430.00","958,300.00","989,320.00","992,910.00","993,480.00","995,180.00","999,200.00","995,410.00","994,970.00","993,840.00","991,010.00","990,110.00","989,220.00","988,780.00","989,200.00","989,230.00","989,350.00","989,720.00","989,420.00","989,500.00"
"978,010.00","959,410.00","989,190.00","992,700.00","993,620.00","995,140.00","999,040.00","995,330.00","995,020.00","993,510.00","990,690.00","990,080.00","989,180.00","989,010.00","989,310.00","989,190.00","989,110.00","989,520.00","989,470.00","989,530.00"
"978,080.00","958,840.00","989,310.00","992,670.00","993,790.00","995,210.00","999,100.00","995,250.00","994,840.00","993,380.00","990,870.00","990,150.00","989,250.00","988,980.00","989,360.00","989,600.00","989,120.00","989,670.00","989,500.00","989,580.00"
"977,790.00","958,680.00","989,370.00","992,910.00","993,660.00","995,240.00","998,850.00","995,170.00","994,910.00","993,650.00","990,890.00","990,060.00","989,320.00","989,160.00","989,380.00","989,510.00","989,360.00","989,620.00","989,560.00","989,440.00"
"977,910.00","958,430.00","989,190.00","992,670.00","993,620.00","995,230.00","999,120.00","995,070.00","994,900.00","993,760.00","990,890.00","990,500.00","988,830.00","989,050.00","989,180.00","989,250.00","988,960.00","989,890.00","989,460.00","989,730.00"
"977,650.00","959,000.00","989,230.00","992,680.00","993,830.00","995,360.00","999,100.00","995,180.00","994,810.00","993,690.00","990,880.00","990,290.00","989,220.00","989,150.00","989,140.00","989,410.00","989,280.00","989,490.00","989,510.00","989,510.00"
"978,100.00","958,590.00","989,300.00","992,690.00","993,650.00","995,300.00","998,960.00","995,450.00","994,950.00","993,480.00","990,600.00","990,370.00","989,100.00","988,940.00","989,070.00","989,260.00","989,370.00","989,760.00","989,770.00","989,470.00"
"977,850.00","958,300.00","989,120.00","992,670.00","993,780.00","995,230.00","999,080.00","995,280.00","994,680.00","993,470.00","990,890.00","990,180.00","989,130.00","988,930.00","989,290.00","989,450.00","989,420.00","989,970.00","989,410.00","989,170.00"
"977,900.00","958,910.00","989,110.00","992,750.00","993,640.00","995,130.00","998,950.00","995,330.00","994,680.00","993,540.00","990,790.00","990,330.00","989,380.00","988,890.00","989,260.00","989,350.00","989,300.00","989,750.00","989,370.00","989,110.00"
"977,800.00","959,180.00","989,250.00","992,550.00","993,770.00","995,430.00","999,290.00","995,280.00","995,050.00","993,440.00","990,690.00","990,230.00","989,300.00","989,020.00","989,240.00","989,480.00","989,520.00","989,560.00","989,460.00","989,410.00"
"978,070.00","959,090.00","989,340.00","992,830.00","993,790.00","995,400.00","999,160.00","995,320.00","995,000.00","993,470.00","990,790.00","990,320.00","989,350.00","989,150.00","989,290.00","989,530.00","988,880.00","989,800.00","989,530.00","989,510.00"
"977,440.00","959,260.00","988,970.00","992,760.00","993,730.00","995,170.00","999,280.00","995,280.00","994,730.00","993,680.00","990,900.00","990,250.00","989,150.00","989,350.00","989,150.00","989,460.00","989,350.00","989,770.00","989,540.00","989,440.00"
"977,680.00","959,150.00","988,620.00","992,750.00","993,430.00","995,360.00","999,240.00","995,390.00","994,890.00","993,710.00","990,840.00","990,190.00","989,160.00","989,020.00","989,220.00","989,370.00","989,450.00","989,630.00","989,480.00","989,010.00"
"977,660.00","959,000.00","988,980.00","992,940.00","993,520.00","995,090.00","999,190.00","995,580.00","994,980.00","993,440.00","990,730.00","990,170.00","989,440.00","988,990.00","989,130.00","989,220.00","989,610.00","989,480.00","989,620.00","989,330.00"
"977,690.00","959,500.00","988,950.00","992,900.00","993,800.00","995,280.00","999,060.00","995,290.00","994,810.00","993,620.00","990,870.00","990,350.00","989,140.00","989,030.00","988,990.00","989,430.00","989,590.00","989,590.00","989,400.00","989,310.00"
"977,830.00","959,170.00","989,170.00","992,680.00","993,730.00","995,210.00","999,020.00","995,390.00","995,110.00","993,580.00","991,020.00","990,400.00","989,220.00","989,260.00","989,400.00","989,300.00","989,200.00","989,210.00","989,410.00","989,370.00"
"977,990.00","959,210.00","989,090.00","992,840.00","993,590.00","995,160.00","999,050.00","995,310.00","994,950.00","993,510.00","990,820.00","989,910.00","989,220.00","989,160.00","989,130.00","989,280.00","989,210.00","989,550.00","989,580.00","989,250.00"
"977,630.00","958,840.00","988,950.00","992,780.00","993,700.00","995,360.00","998,700.00","995,380.00","994,950.00","993,460.00","990,970.00","990,310.00","989,170.00","989,140.00","989,250.00","989,350.00","989,260.00","989,620.00","989,480.00","989,200.00"
"977,280.00","959,390.00","988,920.00","992,580.00","993,550.00","994,990.00","998,990.00","995,320.00","994,900.00","993,340.00","991,100.00","990,200.00","988,970.00","989,050.00","989,110.00","989,550.00","989,340.00","989,700.00","989,520.00","989,380.00"
"976,790.00","959,410.00","989,040.00","992,720.00","993,490.00","995,020.00","999,260.00","995,220.00","994,900.00","993,670.00","990,700.00","990,460.00","989,010.00","989,120.00","989,320.00","989,320.00","989,350.00","989,570.00","989,830.00","989,470.00"
"975,620.00","959,280.00","989,090.00","992,660.00","993,650.00","994,910.00","999,370.00","995,200.00","994,730.00","993,620.00","990,870.00","990,390.00","989,050.00","988,810.00","989,140.00","989,570.00","989,300.00","989,580.00","989,540.00","989,100.00"
"975,210.00","959,520.00","988,870.00","992,680.00","993,710.00","994,980.00","999,130.00","995,290.00","994,680.00","993,840.00","990,690.00","990,360.00","988,960.00","989,130.00","989,250.00","989,290.00","989,450.00","989,650.00","989,770.00","989,460.00"
"975,260.00","959,430.00","989,120.00","992,680.00","993,750.00","994,990.00","999,140.00","995,180.00","994,630.00","993,700.00","990,810.00","990,410.00","989,220.00","989,200.00","989,000.00","989,420.00","989,570.00","989,550.00","989,780.00","989,740.00"
"975,540.00","959,400.00","988,910.00","992,660.00","993,450.00","995,200.00","998,970.00","995,140.00","994,960.00","993,660.00","990,880.00","990,450.00","989,230.00","989,050.00","989,150.00","989,350.00","989,400.00","989,720.00","989,880.00","989,350.00"
"975,750.00","959,230.00","989,050.00","992,560.00","993,680.00","995,180.00","999,040.00","994,990.00","994,980.00","993,790.00","990,680.00","990,310.00","989,090.00","988,930.00","989,090.00","989,260.00","989,030.00","989,740.00","989,610.00","989,480.00"
"975,220.00","961,590.00","989,040.00","992,580.00","993,540.00","995,150.00","998,710.00","994,980.00","994,750.00","993,600.00","990,510.00","990,200.00","989,290.00","988,680.00","989,180.00","989,430.00","989,650.00","989,570.00","989,910.00","989,500.00"
"971,880.00","959,910.00","989,220.00","992,420.00","993,650.00","995,250.00","999,010.00","995,290.00","994,800.00","993,740.00","990,770.00","990,480.00","988,750.00","988,930.00","989,080.00","989,450.00","989,400.00","989,860.00","990,040.00","989,310.00"
